uni_id,timestamp,ticker,open,high,low,close,volume,vwap,transactions
5414071257255610125,2025-04-14 08:15:00+00:00,AMZN,187.93,187.99,187.91,187.91,2843,187.9494,63
8004680624381697586,2025-04-14 08:15:00+00:00,AAPL,209.48,209.5,209.45,209.45,6064,209.4762,260
5151100830905987289,2025-04-14 08:15:00+00:00,GOOG,161.04,161.04,161.04,161.04,255,161.0411,7
2166893393084503829,2025-04-14 08:15:00+00:00,MSFT,392.19,392.27,392.19,392.27,1272,392.1919,55
3531617025425355568,2025-04-14 08:16:00+00:00,AAPL,209.47,209.98,209.38,209.96,14500,209.5185,343
6912984311711086153,2025-04-14 08:16:00+00:00,GOOG,161.04,161.04,161.03,161.03,1054,161.031,30
6268328866947523398,2025-04-14 08:17:00+00:00,AMZN,187.94,187.94,187.94,187.94,825,187.9441,25
2292335277682615225,2025-04-14 08:17:00+00:00,AAPL,209.83,210.0,209.8,209.8,10089,209.92,212
6274607644514637450,2025-04-14 08:17:00+00:00,GOOG,161.04,161.04,161.04,161.04,726,161.0366,16
4012819477359777595,2025-04-14 08:18:00+00:00,META,553.0,553.0,553.0,553.0,625,553.1048,32
1841422808612110031,2025-04-14 08:18:00+00:00,AMZN,187.95,187.95,187.89,187.89,364,187.9321,28
6448895061212380491,2025-04-14 08:18:00+00:00,AAPL,209.8,209.83,209.73,209.79,2772,209.8008,162
2002489911005782698,2025-04-14 08:18:00+00:00,GOOG,161.03,161.03,161.01,161.01,658,161.0242,14
1856439604687080501,2025-04-14 08:19:00+00:00,AMZN,188.0,188.1,188.0,188.1,1596,188.032,130
4822487957640934962,2025-04-14 08:19:00+00:00,AAPL,209.8,209.8,209.73,209.76,5973,209.7742,157
637269330302776758,2025-04-14 08:19:00+00:00,GOOG,161.14,161.18,161.14,161.18,1443,161.149,89
5910824188386371607,2025-04-14 08:19:00+00:00,MSFT,392.25,392.32,392.25,392.3,1485,392.3462,52
4454547158686895184,2025-04-14 08:20:00+00:00,AMZN,188.1,188.1,187.97,187.97,1832,188.0803,34
1762208909022486154,2025-04-14 08:20:00+00:00,AAPL,209.68,209.83,209.68,209.83,2773,209.7563,135
4321108688707100140,2025-04-14 08:20:00+00:00,GOOG,161.15,161.15,161.15,161.15,471,161.1494,19
3528553015404382350,2025-04-14 08:21:00+00:00,META,553.03,553.5,553.03,553.5,604,553.3759,26
5702554370802967671,2025-04-14 08:21:00+00:00,AMZN,187.94,187.94,187.94,187.94,775,187.9441,20
4522644288908085380,2025-04-14 08:21:00+00:00,AAPL,209.78,210.15,209.78,210.03,12531,209.9396,311
8280332520134136799,2025-04-14 08:21:00+00:00,GOOG,161.22,161.22,161.22,161.22,423,161.2118,12
926697103988736379,2025-04-14 08:22:00+00:00,AAPL,210.12,210.28,210.11,210.25,10063,210.1899,212
5924099844951711621,2025-04-14 08:22:00+00:00,GOOG,161.27,161.27,161.27,161.27,784,161.2447,16
2949845541200514186,2025-04-14 08:23:00+00:00,AMZN,188.0,188.0,187.99,187.99,832,187.9943,25
2300319306582502829,2025-04-14 08:23:00+00:00,AAPL,210.28,210.3,210.18,210.21,7167,210.232,150
3765380214612805447,2025-04-14 08:23:00+00:00,GOOG,161.19,161.25,161.12,161.25,1230,161.2157,25
9124158839270607599,2025-04-14 08:23:00+00:00,MSFT,392.43,392.43,392.43,392.43,732,392.3902,32
5040496233497289407,2025-04-14 08:24:00+00:00,AAPL,210.2,210.22,210.1,210.18,5707,210.1729,155
1055326559451608433,2025-04-14 08:24:00+00:00,GOOG,161.29,161.29,161.29,161.29,400,161.2802,12
2879525464455755823,2025-04-14 08:24:00+00:00,MSFT,392.5,392.5,392.5,392.5,936,392.4923,30
8935833371262087082,2025-04-14 08:25:00+00:00,META,552.77,552.77,552.77,552.77,358,552.8759,17
8692947344254653167,2025-04-14 08:25:00+00:00,AMZN,188.1,188.1,188.1,188.1,1076,188.08,24
4489493993499212406,2025-04-14 08:25:00+00:00,AAPL,210.18,210.18,209.74,209.76,14534,209.9515,303
8613158173983162892,2025-04-14 08:25:00+00:00,GOOG,161.34,161.36,161.31,161.31,1461,161.3402,31
4991904990163631139,2025-04-14 08:26:00+00:00,META,552.75,552.75,552.75,552.75,672,552.787,16
6777270755870610130,2025-04-14 08:26:00+00:00,AMZN,188.0,188.0,187.98,188.0,1907,187.9942,48
3605997068874950422,2025-04-14 08:26:00+00:00,AAPL,209.75,209.75,209.33,209.33,14721,209.5162,314
2838015546962259746,2025-04-14 08:26:00+00:00,MSFT,392.41,392.45,392.41,392.45,424,392.4395,10
7162075949510110794,2025-04-14 08:27:00+00:00,AMZN,188.0,188.0,187.9,187.9,2247,187.9582,36
7514897340415716896,2025-04-14 08:27:00+00:00,AAPL,209.39,209.39,209.17,209.24,4524,209.2845,145
3450276834421578345,2025-04-14 08:27:00+00:00,GOOG,161.31,161.31,161.31,161.31,742,161.3089,7
7888029169688900370,2025-04-14 08:27:00+00:00,MSFT,392.11,392.11,392.11,392.11,303,392.1889,22
1898484763377729405,2025-04-14 08:28:00+00:00,META,552.97,552.97,552.69,552.69,767,552.749,31
7342910568861264029,2025-04-14 08:28:00+00:00,AAPL,209.28,209.32,209.26,209.32,4692,209.2635,136
7292476723009439524,2025-04-14 08:29:00+00:00,AMZN,187.99,187.99,187.99,187.99,313,187.9883,9
866246524984328401,2025-04-14 08:29:00+00:00,AAPL,209.36,209.36,209.23,209.33,8957,209.2994,162
3324880087190470328,2025-04-14 08:30:00+00:00,META,553.29,553.41,553.29,553.41,1025,553.3169,37
5102203049082314795,2025-04-14 08:30:00+00:00,AMZN,187.96,187.96,187.9,187.9,1826,187.9394,21
1723068870523242564,2025-04-14 08:30:00+00:00,AAPL,209.33,209.42,209.33,209.42,4585,209.4025,79
176736466409044326,2025-04-14 08:30:00+00:00,MSFT,392.19,392.2,392.19,392.2,634,392.2238,18
5857559610655334682,2025-04-14 08:31:00+00:00,META,553.44,553.44,553.41,553.41,1147,553.5812,52
6440446452097630979,2025-04-14 08:31:00+00:00,AMZN,187.99,187.99,187.79,187.79,1661,187.8747,49
8886127588928796672,2025-04-14 08:31:00+00:00,AAPL,209.5,209.5,209.0,209.03,20548,209.225,302
4466263451590520943,2025-04-14 08:31:00+00:00,MSFT,392.35,392.35,392.35,392.35,916,392.3608,20
5552097453047863946,2025-04-14 08:32:00+00:00,META,553.8,553.8,553.8,553.8,695,553.5964,26
5400005857793001646,2025-04-14 08:32:00+00:00,AMZN,187.74,187.75,187.7,187.7,2739,187.7211,34
8968814674191517342,2025-04-14 08:32:00+00:00,AAPL,209.0,209.15,209.0,209.0,13183,209.0208,243
2782949319980214018,2025-04-14 08:32:00+00:00,GOOG,161.24,161.28,161.24,161.28,415,161.2754,12
358131398936156030,2025-04-14 08:33:00+00:00,AAPL,209.15,209.15,208.92,209.15,17572,209.0243,205
8903118170436219790,2025-04-14 08:33:00+00:00,GOOG,161.27,161.27,161.22,161.22,942,161.2613,13
6153031852073210603,2025-04-14 08:34:00+00:00,META,554.0,554.0,554.0,554.0,608,553.8997,27
3968152162525548738,2025-04-14 08:34:00+00:00,AMZN,187.75,187.86,187.75,187.86,2016,187.8027,31
5958542478782400503,2025-04-14 08:34:00+00:00,AAPL,209.2,209.2,209.18,209.18,3234,209.1956,100
279768590036799791,2025-04-14 08:34:00+00:00,GOOG,161.29,161.29,161.27,161.27,612,161.2851,13
3057455985369456537,2025-04-14 08:35:00+00:00,AAPL,209.0,209.22,209.0,209.22,4905,209.1159,105
7013217332543492454,2025-04-14 08:35:00+00:00,GOOG,161.31,161.33,161.31,161.33,738,161.3171,16
2294361887580234849,2025-04-14 08:36:00+00:00,AMZN,187.89,187.92,187.87,187.92,1366,187.8979,20
4136662371934323445,2025-04-14 08:36:00+00:00,AAPL,209.31,209.48,209.31,209.48,2985,209.3978,81
1587109460756983166,2025-04-14 08:36:00+00:00,GOOG,161.37,161.4,161.35,161.4,1355,161.3638,19
2227130812797960151,2025-04-14 08:36:00+00:00,MSFT,392.5,392.5,392.5,392.5,415,392.4966,12
1856311536745940594,2025-04-14 08:37:00+00:00,AMZN,187.96,188.1,187.96,188.1,8476,188.0511,94
2915664450775861433,2025-04-14 08:37:00+00:00,AAPL,209.5,209.75,209.5,209.74,6715,209.628,163
2007385355772435171,2025-04-14 08:37:00+00:00,GOOG,161.35,161.36,161.35,161.35,1563,161.357,13
4731559932508890541,2025-04-14 08:37:00+00:00,MSFT,392.5,392.5,392.5,392.5,394,392.5005,11
1314881854436433097,2025-04-14 08:38:00+00:00,META,553.89,553.9,553.89,553.9,597,553.9309,17
3833657387120044445,2025-04-14 08:38:00+00:00,AMZN,188.1,188.1,188.1,188.1,1170,188.0998,27
5141644516202451760,2025-04-14 08:38:00+00:00,AAPL,209.75,209.86,209.64,209.7,10684,209.7279,142
4276321798901784350,2025-04-14 08:38:00+00:00,GOOG,161.42,161.42,161.42,161.42,506,161.4111,16
5120580997646493104,2025-04-14 08:38:00+00:00,MSFT,392.26,392.26,392.15,392.15,1256,392.2131,48
1292914378496021585,2025-04-14 08:39:00+00:00,META,554.55,554.55,554.0,554.0,842,554.3988,32
1415180659068401177,2025-04-14 08:39:00+00:00,AMZN,188.0,188.0,188.0,188.0,682,188.0058,18
7595952343406305369,2025-04-14 08:39:00+00:00,AAPL,209.6,209.63,209.6,209.6,3558,209.6114,93
6457631683408226028,2025-04-14 08:40:00+00:00,AMZN,187.99,187.99,187.99,187.99,484,187.9758,16
4988579643035907150,2025-04-14 08:40:00+00:00,AAPL,209.56,209.56,209.43,209.43,3472,209.5096,114
9071707789949501143,2025-04-14 08:41:00+00:00,AMZN,187.93,187.93,187.93,187.93,1191,188.0064,22
8349482914283751015,2025-04-14 08:41:00+00:00,AAPL,209.5,209.51,209.45,209.5,2239,209.4777,73
3980258697128566317,2025-04-14 08:41:00+00:00,MSFT,392.1,392.11,392.01,392.01,1258,392.0607,52
5164449098812930238,2025-04-14 08:42:00+00:00,AAPL,209.49,209.49,209.41,209.43,12775,209.4526,142
4670401111905675338,2025-04-14 08:42:00+00:00,MSFT,392.11,392.11,392.1,392.11,2299,392.1095,19
9049196752821382180,2025-04-14 08:43:00+00:00,AMZN,187.99,187.99,187.99,187.99,344,188.0272,12
3170169767189756922,2025-04-14 08:43:00+00:00,AAPL,209.41,209.41,209.11,209.11,2785,209.2319,108
4479804586587760510,2025-04-14 08:43:00+00:00,GOOG,161.38,161.4,161.38,161.4,869,161.3868,13
7787492251127463570,2025-04-14 08:44:00+00:00,META,553.41,553.41,553.41,553.41,751,553.4281,23
1995208258434282142,2025-04-14 08:44:00+00:00,AMZN,188.0,188.01,187.97,187.97,1126,187.9922,18
831638119030243677,2025-04-14 08:44:00+00:00,AAPL,209.1,209.2,209.1,209.2,2915,209.1642,80
4509621669591828251,2025-04-14 08:44:00+00:00,GOOG,161.33,161.33,161.33,161.33,219,161.3273,6
6878036704120598796,2025-04-14 08:45:00+00:00,AMZN,188.01,188.07,187.97,188.07,2524,188.0119,80
7068268658657085758,2025-04-14 08:45:00+00:00,AAPL,209.31,209.37,209.31,209.37,1482,209.2905,62
6948035744710717134,2025-04-14 08:45:00+00:00,GOOG,161.3,161.3,161.3,161.3,610,161.2896,16
7718235382642255643,2025-04-14 08:46:00+00:00,AMZN,188.13,188.19,188.11,188.19,2059,188.1516,47
9125267353842312157,2025-04-14 08:46:00+00:00,AAPL,209.4,209.4,209.36,209.36,2370,209.3657,86
4498597810853644341,2025-04-14 08:46:00+00:00,GOOG,161.3,161.52,161.3,161.52,2750,161.4192,48
1491433151524615687,2025-04-14 08:46:00+00:00,MSFT,392.33,392.33,392.33,392.33,663,392.3543,68
5993235553536375792,2025-04-14 08:47:00+00:00,AMZN,188.16,188.16,188.05,188.05,1236,188.1017,24
1102837371387113827,2025-04-14 08:47:00+00:00,AAPL,209.24,209.24,209.1,209.1,1828,209.1825,75
1206900252408062410,2025-04-14 08:48:00+00:00,AMZN,187.89,188.1,187.89,188.1,1212,188.0173,27
6000460020997527614,2025-04-14 08:48:00+00:00,AAPL,209.14,209.2,209.09,209.2,2614,209.1339,91
8645597490600563447,2025-04-14 08:48:00+00:00,GOOG,161.45,161.54,161.45,161.54,634,161.5007,10
3111799289289678011,2025-04-14 08:48:00+00:00,MSFT,392.24,392.49,392.24,392.49,650,392.4408,13
2180682723327031773,2025-04-14 08:49:00+00:00,AAPL,209.26,209.39,209.26,209.39,2287,209.3158,53
7909518367232936598,2025-04-14 08:49:00+00:00,GOOG,161.57,161.62,161.57,161.62,664,161.6081,10
6515744494178005440,2025-04-14 08:50:00+00:00,AMZN,188.16,188.16,188.1,188.1,536,188.1106,13
5104601736583466732,2025-04-14 08:50:00+00:00,AAPL,209.35,209.39,209.3,209.39,3071,209.3558,60
3517076128719670919,2025-04-14 08:50:00+00:00,MSFT,392.7,392.7,392.57,392.57,939,392.5837,27
2608945210734046992,2025-04-14 08:51:00+00:00,META,553.16,553.16,553.16,553.16,405,553.2923,14
7781992071413642063,2025-04-14 08:51:00+00:00,AMZN,187.95,187.95,187.81,187.81,3786,187.8695,58
7308133264217971493,2025-04-14 08:51:00+00:00,AAPL,209.35,209.35,209.2,209.27,6211,209.2739,123
7252439156865947214,2025-04-14 08:52:00+00:00,META,553.3,553.3,553.3,553.3,750,553.2919,25
1181959715713287330,2025-04-14 08:52:00+00:00,AMZN,187.9,187.97,187.9,187.97,425,187.9379,11
7747976909816615859,2025-04-14 08:52:00+00:00,AAPL,209.23,209.23,209.22,209.22,839,209.2353,50
4722674215982756047,2025-04-14 08:52:00+00:00,GOOG,161.37,161.37,161.37,161.37,414,161.4293,10
5523537016178861634,2025-04-14 08:53:00+00:00,AMZN,188.03,188.03,188.03,188.03,514,188.027,18
6850855022005794919,2025-04-14 08:53:00+00:00,AAPL,209.25,209.25,209.25,209.25,943,209.2558,41
4513344967893020443,2025-04-14 08:54:00+00:00,AMZN,188.12,188.12,188.12,188.12,534,188.1195,7
5934005251569350507,2025-04-14 08:55:00+00:00,AMZN,188.0,188.0,188.0,188.0,809,188.01,28
1286528408468903084,2025-04-14 08:55:00+00:00,AAPL,209.35,209.36,209.0,209.01,8550,209.1582,182
1134155228994672459,2025-04-14 08:55:00+00:00,MSFT,392.74,392.74,392.74,392.74,181,392.661,8
226172318339165468,2025-04-14 08:56:00+00:00,META,553.0,553.0,553.0,553.0,963,552.9608,30
4414829369849368265,2025-04-14 08:56:00+00:00,AAPL,209.0,209.01,208.7,208.71,10992,208.8967,330
3102766270978596498,2025-04-14 08:56:00+00:00,GOOG,161.57,161.57,161.43,161.53,1410,161.5015,29
3391935571579659827,2025-04-14 08:57:00+00:00,AMZN,187.89,187.89,187.75,187.76,2700,187.7985,44
4214675335721759514,2025-04-14 08:57:00+00:00,AAPL,208.94,208.95,208.83,208.86,1977,208.8783,59
658332555214417947,2025-04-14 08:57:00+00:00,MSFT,392.59,392.59,392.55,392.55,528,392.5309,18
5244647097380432329,2025-04-14 08:58:00+00:00,AMZN,187.71,187.71,187.65,187.65,1812,187.6845,34
5607342871596325916,2025-04-14 08:58:00+00:00,AAPL,208.95,208.95,208.95,208.95,1560,208.8922,67
4011286840075684669,2025-04-14 08:59:00+00:00,AMZN,187.66,187.77,187.66,187.77,2481,187.7496,29
3775693188825331964,2025-04-14 08:59:00+00:00,AAPL,208.96,209.0,208.9,209.0,4314,208.9423,116
8709583864557159341,2025-04-14 08:59:00+00:00,GOOG,161.5,161.5,161.5,161.5,1147,161.5004,11
455942058971410306,2025-04-14 09:00:00+00:00,AMZN,187.77,188.0,187.77,188.0,1059,187.9575,21
1544612494828466455,2025-04-14 09:00:00+00:00,AAPL,209.0,209.12,209.0,209.02,19157,209.0122,143
3743446016820230790,2025-04-14 09:01:00+00:00,AMZN,188.08,188.11,188.08,188.11,1562,188.0985,28
3749885338558914332,2025-04-14 09:01:00+00:00,AAPL,209.17,209.29,209.17,209.27,3461,209.2126,88
7051404021382760132,2025-04-14 09:01:00+00:00,GOOG,161.62,161.62,161.42,161.45,5451,161.461,57
8655279377249858014,2025-04-14 09:02:00+00:00,AMZN,188.0,188.0,188.0,188.0,2693,188.0068,34
6065877572086204462,2025-04-14 09:02:00+00:00,AAPL,209.19,209.2,209.14,209.14,2575,209.1444,159
7143207198987629484,2025-04-14 09:03:00+00:00,META,553.6,553.6,553.59,553.6,827,553.6203,19
640774746682896958,2025-04-14 09:03:00+00:00,AMZN,187.94,188.0,187.93,188.0,1471,187.9848,23
4032422277429183626,2025-04-14 09:03:00+00:00,AAPL,209.08,209.08,209.08,209.08,614,209.0737,43
68768345810579390,2025-04-14 09:03:00+00:00,GOOG,161.54,161.54,161.51,161.51,908,161.5216,7
6059358672506834633,2025-04-14 09:03:00+00:00,MSFT,392.74,392.86,392.74,392.86,1098,392.7665,32
8097275068713677200,2025-04-14 09:04:00+00:00,META,554.4,554.4,554.4,554.4,794,554.1928,31
7499847303669907399,2025-04-14 09:04:00+00:00,AAPL,209.26,209.26,209.26,209.26,2491,209.2671,92
2004594691798855611,2025-04-14 09:05:00+00:00,AMZN,188.17,188.2,188.17,188.2,872,188.1375,24
7745149603092526775,2025-04-14 09:05:00+00:00,AAPL,209.25,209.3,209.2,209.3,1859,209.2549,72
7812332903149593090,2025-04-14 09:05:00+00:00,MSFT,393.06,393.12,393.06,393.11,1873,393.09,46
2896885746700525184,2025-04-14 09:06:00+00:00,META,554.38,554.38,554.38,554.38,283,554.4963,17
4823031247633409755,2025-04-14 09:06:00+00:00,AMZN,188.2,188.2,188.2,188.2,216,188.1982,7
5572779400977589690,2025-04-14 09:06:00+00:00,AAPL,209.27,209.27,209.27,209.27,945,209.3009,46
2890965081566053280,2025-04-14 09:07:00+00:00,AMZN,188.07,188.07,188.06,188.06,306,188.0692,10
1539373238320084329,2025-04-14 09:07:00+00:00,AAPL,209.3,209.3,209.19,209.19,3388,209.2647,90
4936066970720775763,2025-04-14 09:07:00+00:00,GOOG,161.64,161.64,161.59,161.6,1089,161.621,23
6665967525728558156,2025-04-14 09:08:00+00:00,META,554.08,554.08,554.08,554.08,453,554.0872,21
2826273105504337040,2025-04-14 09:08:00+00:00,AMZN,188.05,188.05,187.96,188.02,1476,188.0159,33
1456137556169381791,2025-04-14 09:08:00+00:00,AAPL,209.11,209.12,209.11,209.12,1666,209.1011,80
2061641628700762493,2025-04-14 09:08:00+00:00,MSFT,393.22,393.22,393.04,393.06,1744,393.1303,26
4192837358668051635,2025-04-14 09:09:00+00:00,AAPL,209.13,209.13,209.08,209.08,3236,209.0966,80
7003397514516264320,2025-04-14 09:09:00+00:00,GOOG,161.57,161.57,161.56,161.57,1214,161.5707,24
2268309337374555471,2025-04-14 09:10:00+00:00,AAPL,209.08,209.15,208.99,208.99,8366,209.0941,154
3784963493545083174,2025-04-14 09:10:00+00:00,GOOG,161.57,161.57,161.57,161.57,340,161.5732,12
2565367365096020586,2025-04-14 09:10:00+00:00,MSFT,392.89,392.89,392.89,392.89,228,392.9089,9
4542279272048977387,2025-04-14 09:11:00+00:00,AAPL,209.0,209.13,209.0,209.13,4948,209.074,72
9058880669349530631,2025-04-14 09:12:00+00:00,AMZN,188.02,188.03,188.02,188.03,703,188.0128,18
1273510657706606454,2025-04-14 09:12:00+00:00,AAPL,209.14,209.18,209.14,209.18,2044,209.1724,67
6183753180138901061,2025-04-14 09:13:00+00:00,META,554.32,554.71,554.32,554.71,2234,554.6233,45
89697623667757170,2025-04-14 09:13:00+00:00,AMZN,188.04,188.04,188.01,188.01,1229,187.9874,40
2638754045812546933,2025-04-14 09:13:00+00:00,AAPL,209.14,209.14,209.12,209.12,830,209.1335,42
7783661813876119178,2025-04-14 09:14:00+00:00,AMZN,187.92,187.92,187.78,187.84,2321,187.8496,46
3585931909507575572,2025-04-14 09:14:00+00:00,AAPL,209.12,209.12,208.88,208.89,5960,208.9786,228
1230211205542685920,2025-04-14 09:14:00+00:00,GOOG,161.53,161.56,161.53,161.56,1238,161.5176,34
2405537636486108962,2025-04-14 09:15:00+00:00,AMZN,188.0,188.0,187.92,187.92,840,187.8975,28
2502573302876628452,2025-04-14 09:15:00+00:00,AAPL,208.99,209.05,208.99,209.05,1966,209.0189,73
2738804045478669753,2025-04-14 09:15:00+00:00,GOOG,161.41,161.45,161.41,161.44,1988,161.4588,47
7645075541834632353,2025-04-14 09:16:00+00:00,META,554.15,554.15,554.15,554.15,1054,554.1533,32
6628331706176346239,2025-04-14 09:16:00+00:00,AMZN,187.84,187.84,187.84,187.84,316,187.8482,18
821437786183456356,2025-04-14 09:16:00+00:00,AAPL,208.95,208.95,208.9,208.9,1725,208.952,78
5809046419730551626,2025-04-14 09:16:00+00:00,MSFT,392.79,392.81,392.6,392.6,1186,392.6577,32
3867229037523661972,2025-04-14 09:17:00+00:00,META,554.0,554.0,553.24,553.24,1878,553.8896,48
1669290813859524359,2025-04-14 09:17:00+00:00,AMZN,187.79,187.79,187.77,187.77,1382,187.8026,20
7550359583864745989,2025-04-14 09:17:00+00:00,AAPL,208.86,208.86,208.65,208.65,4900,208.7641,177
501289466741833773,2025-04-14 09:17:00+00:00,GOOG,161.41,161.41,161.33,161.33,664,161.3805,14
8792633661697608996,2025-04-14 09:18:00+00:00,META,553.18,553.18,553.04,553.04,510,553.098,17
