timestamp,uni_id,ticker,Open,High,Low,Close,volume,vwap,transactions,pattern_label
2025-04-14 08:05:00,2030834811894815367,AAPL,210.26,210.37,210.2,210.2,23456,210.2738,446,no_pattern
2025-04-14 08:05:00,6419066716582897582,GOOG,161.38,161.42,161.23,161.24,4881,161.3012,74,hammer
2025-04-14 08:05:00,8632480510636203454,MSFT,392.71,392.71,392.7,392.7,1032,392.7206,29,no_pattern
2025-04-14 08:06:00,9175064441199902318,AMZN,188.2,188.2,188.16,188.16,1373,188.2024,79,bullish_harami
2025-04-14 08:06:00,4057550050943088875,AAPL,210.2,210.28,210.0,210.01,28249,210.1053,525,hammer
2025-04-14 08:06:00,6240412668901068581,GOOG,161.25,161.25,161.16,161.22,2413,161.2118,30,bullish_engulfing
2025-04-14 08:06:00,4715398744328936818,MSFT,392.81,393.0,392.77,392.98,1713,392.9243,74,shooting_star
2025-04-14 08:07:00,6798434615197246482,AMZN,188.11,188.11,188.11,188.11,1248,188.0799,67,gravestone_doji
2025-04-14 08:07:00,6992201271041310503,AAPL,210.01,210.06,210.0,210.0,31822,210.0101,565,hammer
2025-04-14 08:07:00,382384784324292661,GOOG,161.13,161.13,161.13,161.13,483,161.148,23,morning_star
2025-04-14 08:07:00,5432566520503794266,MSFT,393.2,393.2,392.7,392.7,4909,392.8339,83,bullish_engulfing
2025-04-14 08:08:00,1733826105329802617,AMZN,188.03,188.26,188.03,188.16,4676,188.138,82,no_pattern
2025-04-14 08:08:00,1317408721755696774,AAPL,210.0,210.17,210.0,210.11,20854,210.064,327,gravestone_doji
2025-04-14 08:08:00,8130143863078613803,MSFT,392.11,392.28,392.11,392.28,1163,392.201,43,no_pattern
2025-04-14 08:09:00,4081507392973072564,META,551.47,551.47,551.47,551.47,253,551.6423,18,gravestone_doji
2025-04-14 08:09:00,5053127363490959215,AMZN,188.16,188.16,188.16,188.16,1757,188.1719,34,no_pattern
2025-04-14 08:09:00,7294931925287866045,AAPL,210.12,210.12,209.8,209.93,24642,209.963,422,doji
2025-04-14 08:09:00,6064128679238163499,GOOG,161.02,161.02,161.02,161.02,401,161.0519,15,hammer
2025-04-14 08:10:00,1984615613062679337,AMZN,188.04,188.04,188.01,188.01,2119,187.9774,62,no_pattern
2025-04-14 08:10:00,5479406678060346864,AAPL,209.95,209.95,209.7,209.7,9198,209.8201,290,no_pattern
2025-04-14 08:10:00,5272088922790215601,MSFT,392.25,392.25,392.12,392.12,2207,392.1012,79,no_pattern
2025-04-14 08:11:00,6104069535161126512,META,551.72,551.72,551.72,551.72,567,551.7166,18,no_pattern
2025-04-14 08:11:00,1474349084036775921,AMZN,187.78,187.78,187.78,187.78,823,187.7389,48,no_pattern
2025-04-14 08:11:00,428562879893624003,AAPL,209.7,209.7,209.37,209.62,23075,209.5065,416,bullish_harami
2025-04-14 08:11:00,7280771595077160855,GOOG,160.91,160.91,160.88,160.88,1241,160.8941,32,no_pattern
2025-04-14 08:12:00,4376754957554435590,AMZN,187.73,187.81,187.73,187.81,2408,187.812,54,no_pattern
2025-04-14 08:12:00,7227883333763001691,AAPL,209.5,209.5,209.28,209.5,8357,209.3956,246,no_pattern
2025-04-14 08:12:00,7771078759584942080,GOOG,160.89,160.89,160.89,160.89,252,160.901,4,no_pattern
2025-04-14 08:13:00,3944378154201067714,AAPL,209.4,209.4,208.9,208.95,21647,209.1079,575,shooting_star
2025-04-14 08:13:00,7002934175338597745,GOOG,160.91,160.91,160.91,160.91,346,160.9084,15,no_pattern
2025-04-14 08:14:00,7505194480686054081,META,551.86,551.99,551.86,551.99,2983,551.8606,70,hammer
2025-04-14 08:14:00,6509057984199453602,AMZN,187.84,187.84,187.84,187.84,525,187.8238,27,no_pattern
2025-04-14 08:14:00,1763597006677423459,AAPL,208.91,209.5,208.91,209.5,15943,209.3404,512,no_pattern
2025-04-14 08:15:00,5414071257255610125,AMZN,187.93,187.99,187.91,187.91,2843,187.9494,63,no_pattern
2025-04-14 08:15:00,8004680624381697586,AAPL,209.48,209.5,209.45,209.45,6064,209.4762,260,inverted_hammer
2025-04-14 08:15:00,5151100830905987289,GOOG,161.04,161.04,161.04,161.04,255,161.0411,7,no_pattern
2025-04-14 08:15:00,2166893393084503829,MSFT,392.19,392.27,392.19,392.27,1272,392.1919,55,no_pattern
2025-04-14 08:16:00,3531617025425355568,AAPL,209.47,209.98,209.38,209.96,14500,209.5185,343,hammer
2025-04-14 08:16:00,6912984311711086153,GOOG,161.04,161.04,161.03,161.03,1054,161.031,30,no_pattern
2025-04-14 08:17:00,6268328866947523398,AMZN,187.94,187.94,187.94,187.94,825,187.9441,25,no_pattern
2025-04-14 08:17:00,2292335277682615225,AAPL,209.83,210.0,209.8,209.8,10089,209.92,212,no_pattern
2025-04-14 08:17:00,6274607644514637450,GOOG,161.04,161.04,161.04,161.04,726,161.0366,16,no_pattern
2025-04-14 08:18:00,4012819477359777595,META,553.0,553.0,553.0,553.0,625,553.1048,32,bearish_engulfing
2025-04-14 08:18:00,1841422808612110031,AMZN,187.95,187.95,187.89,187.89,364,187.9321,28,hammer
2025-04-14 08:18:00,6448895061212380491,AAPL,209.8,209.83,209.73,209.79,2772,209.8008,162,no_pattern
2025-04-14 08:18:00,2002489911005782698,GOOG,161.03,161.03,161.01,161.01,658,161.0242,14,no_pattern
2025-04-14 08:19:00,1856439604687080501,AMZN,188.0,188.1,188.0,188.1,1596,188.032,130,bullish_harami
2025-04-14 08:19:00,4822487957640934962,AAPL,209.8,209.8,209.73,209.76,5973,209.7742,157,bearish_engulfing
2025-04-14 08:19:00,637269330302776758,GOOG,161.14,161.18,161.14,161.18,1443,161.149,89,no_pattern
2025-04-14 08:19:00,5910824188386371607,MSFT,392.25,392.32,392.25,392.3,1485,392.3462,52,bullish_harami
2025-04-14 08:20:00,4454547158686895184,AMZN,188.1,188.1,187.97,187.97,1832,188.0803,34,no_pattern
2025-04-14 08:20:00,1762208909022486154,AAPL,209.68,209.83,209.68,209.83,2773,209.7563,135,no_pattern
2025-04-14 08:20:00,4321108688707100140,GOOG,161.15,161.15,161.15,161.15,471,161.1494,19,no_pattern
2025-04-14 08:21:00,3528553015404382350,META,553.03,553.5,553.03,553.5,604,553.3759,26,no_pattern
2025-04-14 08:21:00,5702554370802967671,AMZN,187.94,187.94,187.94,187.94,775,187.9441,20,no_pattern
2025-04-14 08:21:00,4522644288908085380,AAPL,209.78,210.15,209.78,210.03,12531,209.9396,311,shooting_star
2025-04-14 08:21:00,8280332520134136799,GOOG,161.22,161.22,161.22,161.22,423,161.2118,12,inverted_hammer
2025-04-14 08:22:00,926697103988736379,AAPL,210.12,210.28,210.11,210.25,10063,210.1899,212,bearish_engulfing
2025-04-14 08:22:00,5924099844951711621,GOOG,161.27,161.27,161.27,161.27,784,161.2447,16,no_pattern
2025-04-14 08:23:00,2949845541200514186,AMZN,188.0,188.0,187.99,187.99,832,187.9943,25,bullish_harami
2025-04-14 08:23:00,2300319306582502829,AAPL,210.28,210.3,210.18,210.21,7167,210.232,150,inverted_hammer
2025-04-14 08:23:00,3765380214612805447,GOOG,161.19,161.25,161.12,161.25,1230,161.2157,25,no_pattern
2025-04-14 08:23:00,9124158839270607599,MSFT,392.43,392.43,392.43,392.43,732,392.3902,32,no_pattern
2025-04-14 08:24:00,5040496233497289407,AAPL,210.2,210.22,210.1,210.18,5707,210.1729,155,no_pattern
2025-04-14 08:24:00,1055326559451608433,GOOG,161.29,161.29,161.29,161.29,400,161.2802,12,bullish_harami
2025-04-14 08:24:00,2879525464455755823,MSFT,392.5,392.5,392.5,392.5,936,392.4923,30,bearish_harami
2025-04-14 08:25:00,8935833371262087082,META,552.77,552.77,552.77,552.77,358,552.8759,17,doji
2025-04-14 08:25:00,8692947344254653167,AMZN,188.1,188.1,188.1,188.1,1076,188.08,24,no_pattern
2025-04-14 08:25:00,4489493993499212406,AAPL,210.18,210.18,209.74,209.76,14534,209.9515,303,bullish_harami
2025-04-14 08:25:00,8613158173983162892,GOOG,161.34,161.36,161.31,161.31,1461,161.3402,31,hammer
2025-04-14 08:26:00,4991904990163631139,META,552.75,552.75,552.75,552.75,672,552.787,16,inverted_hammer
2025-04-14 08:26:00,6777270755870610130,AMZN,188.0,188.0,187.98,188.0,1907,187.9942,48,no_pattern
2025-04-14 08:26:00,3605997068874950422,AAPL,209.75,209.75,209.33,209.33,14721,209.5162,314,no_pattern
2025-04-14 08:26:00,2838015546962259746,MSFT,392.41,392.45,392.41,392.45,424,392.4395,10,no_pattern
2025-04-14 08:27:00,7162075949510110794,AMZN,188.0,188.0,187.9,187.9,2247,187.9582,36,bullish_engulfing
2025-04-14 08:27:00,7514897340415716896,AAPL,209.39,209.39,209.17,209.24,4524,209.2845,145,no_pattern
2025-04-14 08:27:00,3450276834421578345,GOOG,161.31,161.31,161.31,161.31,742,161.3089,7,shooting_star
2025-04-14 08:27:00,7888029169688900370,MSFT,392.11,392.11,392.11,392.11,303,392.1889,22,no_pattern
2025-04-14 08:28:00,1898484763377729405,META,552.97,552.97,552.69,552.69,767,552.749,31,bearish_engulfing
2025-04-14 08:28:00,7342910568861264029,AAPL,209.28,209.32,209.26,209.32,4692,209.2635,136,hammer
2025-04-14 08:29:00,7292476723009439524,AMZN,187.99,187.99,187.99,187.99,313,187.9883,9,gravestone_doji
2025-04-14 08:29:00,866246524984328401,AAPL,209.36,209.36,209.23,209.33,8957,209.2994,162,bullish_harami
2025-04-14 08:30:00,3324880087190470328,META,553.29,553.41,553.29,553.41,1025,553.3169,37,doji
2025-04-14 08:30:00,5102203049082314795,AMZN,187.96,187.96,187.9,187.9,1826,187.9394,21,no_pattern
2025-04-14 08:30:00,1723068870523242564,AAPL,209.33,209.42,209.33,209.42,4585,209.4025,79,no_pattern
2025-04-14 08:30:00,176736466409044326,MSFT,392.19,392.2,392.19,392.2,634,392.2238,18,no_pattern
2025-04-14 08:31:00,5857559610655334682,META,553.44,553.44,553.41,553.41,1147,553.5812,52,no_pattern
2025-04-14 08:31:00,6440446452097630979,AMZN,187.99,187.99,187.79,187.79,1661,187.8747,49,inverted_hammer
2025-04-14 08:31:00,8886127588928796672,AAPL,209.5,209.5,209.0,209.03,20548,209.225,302,no_pattern
2025-04-14 08:31:00,4466263451590520943,MSFT,392.35,392.35,392.35,392.35,916,392.3608,20,no_pattern
2025-04-14 08:32:00,5552097453047863946,META,553.8,553.8,553.8,553.8,695,553.5964,26,evening_star
2025-04-14 08:32:00,5400005857793001646,AMZN,187.74,187.75,187.7,187.7,2739,187.7211,34,hammer
2025-04-14 08:32:00,8968814674191517342,AAPL,209.0,209.15,209.0,209.0,13183,209.0208,243,no_pattern
2025-04-14 08:32:00,2782949319980214018,GOOG,161.24,161.28,161.24,161.28,415,161.2754,12,shooting_star
2025-04-14 08:33:00,358131398936156030,AAPL,209.15,209.15,208.92,209.15,17572,209.0243,205,no_pattern
2025-04-14 08:33:00,8903118170436219790,GOOG,161.27,161.27,161.22,161.22,942,161.2613,13,inverted_hammer
2025-04-14 08:34:00,6153031852073210603,META,554.0,554.0,554.0,554.0,608,553.8997,27,shooting_star
2025-04-14 08:34:00,3968152162525548738,AMZN,187.75,187.86,187.75,187.86,2016,187.8027,31,shooting_star
2025-04-14 08:34:00,5958542478782400503,AAPL,209.2,209.2,209.18,209.18,3234,209.1956,100,gravestone_doji
2025-04-14 08:34:00,279768590036799791,GOOG,161.29,161.29,161.27,161.27,612,161.2851,13,no_pattern
2025-04-14 08:35:00,3057455985369456537,AAPL,209.0,209.22,209.0,209.22,4905,209.1159,105,hammer
2025-04-14 08:35:00,7013217332543492454,GOOG,161.31,161.33,161.31,161.33,738,161.3171,16,no_pattern
2025-04-14 08:36:00,2294361887580234849,AMZN,187.89,187.92,187.87,187.92,1366,187.8979,20,doji
2025-04-14 08:36:00,4136662371934323445,AAPL,209.31,209.48,209.31,209.48,2985,209.3978,81,inverted_hammer
2025-04-14 08:36:00,1587109460756983166,GOOG,161.37,161.4,161.35,161.4,1355,161.3638,19,inverted_hammer
2025-04-14 08:36:00,2227130812797960151,MSFT,392.5,392.5,392.5,392.5,415,392.4966,12,shooting_star
2025-04-14 08:37:00,1856311536745940594,AMZN,187.96,188.1,187.96,188.1,8476,188.0511,94,hammer
2025-04-14 08:37:00,2915664450775861433,AAPL,209.5,209.75,209.5,209.74,6715,209.628,163,no_pattern
2025-04-14 08:37:00,2007385355772435171,GOOG,161.35,161.36,161.35,161.35,1563,161.357,13,gravestone_doji
2025-04-14 08:37:00,4731559932508890541,MSFT,392.5,392.5,392.5,392.5,394,392.5005,11,evening_star
2025-04-14 08:38:00,1314881854436433097,META,553.89,553.9,553.89,553.9,597,553.9309,17,bullish_harami
2025-04-14 08:38:00,3833657387120044445,AMZN,188.1,188.1,188.1,188.1,1170,188.0998,27,no_pattern
2025-04-14 08:38:00,5141644516202451760,AAPL,209.75,209.86,209.64,209.7,10684,209.7279,142,no_pattern
2025-04-14 08:38:00,4276321798901784350,GOOG,161.42,161.42,161.42,161.42,506,161.4111,16,no_pattern
2025-04-14 08:38:00,5120580997646493104,MSFT,392.26,392.26,392.15,392.15,1256,392.2131,48,no_pattern
2025-04-14 08:39:00,1292914378496021585,META,554.55,554.55,554.0,554.0,842,554.3988,32,no_pattern
2025-04-14 08:39:00,1415180659068401177,AMZN,188.0,188.0,188.0,188.0,682,188.0058,18,bearish_harami
2025-04-14 08:39:00,7595952343406305369,AAPL,209.6,209.63,209.6,209.6,3558,209.6114,93,bullish_engulfing
2025-04-14 08:40:00,6457631683408226028,AMZN,187.99,187.99,187.99,187.99,484,187.9758,16,gravestone_doji
2025-04-14 08:40:00,4988579643035907150,AAPL,209.56,209.56,209.43,209.43,3472,209.5096,114,bullish_harami
2025-04-14 08:41:00,9071707789949501143,AMZN,187.93,187.93,187.93,187.93,1191,188.0064,22,no_pattern
2025-04-14 08:41:00,8349482914283751015,AAPL,209.5,209.51,209.45,209.5,2239,209.4777,73,bearish_harami
2025-04-14 08:41:00,3980258697128566317,MSFT,392.1,392.11,392.01,392.01,1258,392.0607,52,no_pattern
2025-04-14 08:42:00,5164449098812930238,AAPL,209.49,209.49,209.41,209.43,12775,209.4526,142,shooting_star
2025-04-14 08:42:00,4670401111905675338,MSFT,392.11,392.11,392.1,392.11,2299,392.1095,19,no_pattern
2025-04-14 08:43:00,9049196752821382180,AMZN,187.99,187.99,187.99,187.99,344,188.0272,12,no_pattern
2025-04-14 08:43:00,3170169767189756922,AAPL,209.41,209.41,209.11,209.11,2785,209.2319,108,no_pattern
2025-04-14 08:43:00,4479804586587760510,GOOG,161.38,161.4,161.38,161.4,869,161.3868,13,no_pattern
2025-04-14 08:44:00,7787492251127463570,META,553.41,553.41,553.41,553.41,751,553.4281,23,no_pattern
2025-04-14 08:44:00,1995208258434282142,AMZN,188.0,188.01,187.97,187.97,1126,187.9922,18,no_pattern
2025-04-14 08:44:00,831638119030243677,AAPL,209.1,209.2,209.1,209.2,2915,209.1642,80,no_pattern
2025-04-14 08:44:00,4509621669591828251,GOOG,161.33,161.33,161.33,161.33,219,161.3273,6,no_pattern
2025-04-14 08:45:00,6878036704120598796,AMZN,188.01,188.07,187.97,188.07,2524,188.0119,80,no_pattern
2025-04-14 08:45:00,7068268658657085758,AAPL,209.31,209.37,209.31,209.37,1482,209.2905,62,morning_star
2025-04-14 08:45:00,6948035744710717134,GOOG,161.3,161.3,161.3,161.3,610,161.2896,16,bearish_harami
2025-04-14 08:46:00,7718235382642255643,AMZN,188.13,188.19,188.11,188.19,2059,188.1516,47,bullish_harami
2025-04-14 08:46:00,9125267353842312157,AAPL,209.4,209.4,209.36,209.36,2370,209.3657,86,inverted_hammer
2025-04-14 08:46:00,4498597810853644341,GOOG,161.3,161.52,161.3,161.52,2750,161.4192,48,bullish_engulfing
2025-04-14 08:46:00,1491433151524615687,MSFT,392.33,392.33,392.33,392.33,663,392.3543,68,no_pattern
2025-04-14 08:47:00,5993235553536375792,AMZN,188.16,188.16,188.05,188.05,1236,188.1017,24,gravestone_doji
2025-04-14 08:47:00,1102837371387113827,AAPL,209.24,209.24,209.1,209.1,1828,209.1825,75,no_pattern
2025-04-14 08:48:00,1206900252408062410,AMZN,187.89,188.1,187.89,188.1,1212,188.0173,27,no_pattern
2025-04-14 08:48:00,6000460020997527614,AAPL,209.14,209.2,209.09,209.2,2614,209.1339,91,bullish_engulfing
2025-04-14 08:48:00,8645597490600563447,GOOG,161.45,161.54,161.45,161.54,634,161.5007,10,doji
2025-04-14 08:48:00,3111799289289678011,MSFT,392.24,392.49,392.24,392.49,650,392.4408,13,inverted_hammer
2025-04-14 08:49:00,2180682723327031773,AAPL,209.26,209.39,209.26,209.39,2287,209.3158,53,shooting_star
2025-04-14 08:49:00,7909518367232936598,GOOG,161.57,161.62,161.57,161.62,664,161.6081,10,shooting_star
2025-04-14 08:50:00,6515744494178005440,AMZN,188.16,188.16,188.1,188.1,536,188.1106,13,no_pattern
2025-04-14 08:50:00,5104601736583466732,AAPL,209.35,209.39,209.3,209.39,3071,209.3558,60,dragonfly_doji
2025-04-14 08:50:00,3517076128719670919,MSFT,392.7,392.7,392.57,392.57,939,392.5837,27,evening_star
2025-04-14 08:51:00,2608945210734046992,META,553.16,553.16,553.16,553.16,405,553.2923,14,inverted_hammer
2025-04-14 08:51:00,7781992071413642063,AMZN,187.95,187.95,187.81,187.81,3786,187.8695,58,bearish_engulfing
2025-04-14 08:51:00,7308133264217971493,AAPL,209.35,209.35,209.2,209.27,6211,209.2739,123,no_pattern
2025-04-14 08:52:00,7252439156865947214,META,553.3,553.3,553.3,553.3,750,553.2919,25,inverted_hammer
2025-04-14 08:52:00,1181959715713287330,AMZN,187.9,187.97,187.9,187.97,425,187.9379,11,bullish_engulfing
2025-04-14 08:52:00,7747976909816615859,AAPL,209.23,209.23,209.22,209.22,839,209.2353,50,shooting_star
2025-04-14 08:52:00,4722674215982756047,GOOG,161.37,161.37,161.37,161.37,414,161.4293,10,hammer
2025-04-14 08:53:00,5523537016178861634,AMZN,188.03,188.03,188.03,188.03,514,188.027,18,no_pattern
2025-04-14 08:53:00,6850855022005794919,AAPL,209.25,209.25,209.25,209.25,943,209.2558,41,bearish_engulfing
2025-04-14 08:54:00,4513344967893020443,AMZN,188.12,188.12,188.12,188.12,534,188.1195,7,bullish_harami
2025-04-14 08:55:00,5934005251569350507,AMZN,188.0,188.0,188.0,188.0,809,188.01,28,shooting_star
2025-04-14 08:55:00,1286528408468903084,AAPL,209.35,209.36,209.0,209.01,8550,209.1582,182,dragonfly_doji
2025-04-14 08:55:00,1134155228994672459,MSFT,392.74,392.74,392.74,392.74,181,392.661,8,bullish_engulfing
2025-04-14 08:56:00,226172318339165468,META,553.0,553.0,553.0,553.0,963,552.9608,30,shooting_star
2025-04-14 08:56:00,4414829369849368265,AAPL,209.0,209.01,208.7,208.71,10992,208.8967,330,no_pattern
2025-04-14 08:56:00,3102766270978596498,GOOG,161.57,161.57,161.43,161.53,1410,161.5015,29,shooting_star
2025-04-14 08:57:00,3391935571579659827,AMZN,187.89,187.89,187.75,187.76,2700,187.7985,44,bullish_engulfing
2025-04-14 08:57:00,4214675335721759514,AAPL,208.94,208.95,208.83,208.86,1977,208.8783,59,no_pattern
2025-04-14 08:57:00,658332555214417947,MSFT,392.59,392.59,392.55,392.55,528,392.5309,18,no_pattern
2025-04-14 08:58:00,5244647097380432329,AMZN,187.71,187.71,187.65,187.65,1812,187.6845,34,bearish_harami
2025-04-14 08:58:00,5607342871596325916,AAPL,208.95,208.95,208.95,208.95,1560,208.8922,67,no_pattern
2025-04-14 08:59:00,4011286840075684669,AMZN,187.66,187.77,187.66,187.77,2481,187.7496,29,no_pattern
2025-04-14 08:59:00,3775693188825331964,AAPL,208.96,209.0,208.9,209.0,4314,208.9423,116,inverted_hammer
2025-04-14 08:59:00,8709583864557159341,GOOG,161.5,161.5,161.5,161.5,1147,161.5004,11,bullish_engulfing
2025-04-14 09:00:00,455942058971410306,AMZN,187.77,188.0,187.77,188.0,1059,187.9575,21,no_pattern
2025-04-14 09:00:00,1544612494828466455,AAPL,209.0,209.12,209.0,209.02,19157,209.0122,143,shooting_star
2025-04-14 09:01:00,3743446016820230790,AMZN,188.08,188.11,188.08,188.11,1562,188.0985,28,doji
2025-04-14 09:01:00,3749885338558914332,AAPL,209.17,209.29,209.17,209.27,3461,209.2126,88,no_pattern
2025-04-14 09:01:00,7051404021382760132,GOOG,161.62,161.62,161.42,161.45,5451,161.461,57,inverted_hammer
2025-04-14 09:02:00,8655279377249858014,AMZN,188.0,188.0,188.0,188.0,2693,188.0068,34,doji
2025-04-14 09:02:00,6065877572086204462,AAPL,209.19,209.2,209.14,209.14,2575,209.1444,159,no_pattern
2025-04-14 09:03:00,7143207198987629484,META,553.6,553.6,553.59,553.6,827,553.6203,19,no_pattern
2025-04-14 09:03:00,640774746682896958,AMZN,187.94,188.0,187.93,188.0,1471,187.9848,23,no_pattern
2025-04-14 09:03:00,4032422277429183626,AAPL,209.08,209.08,209.08,209.08,614,209.0737,43,no_pattern
2025-04-14 09:03:00,68768345810579390,GOOG,161.54,161.54,161.51,161.51,908,161.5216,7,no_pattern
2025-04-14 09:03:00,6059358672506834633,MSFT,392.74,392.86,392.74,392.86,1098,392.7665,32,bullish_harami
2025-04-14 09:04:00,8097275068713677200,META,554.4,554.4,554.4,554.4,794,554.1928,31,inverted_hammer
2025-04-14 09:04:00,7499847303669907399,AAPL,209.26,209.26,209.26,209.26,2491,209.2671,92,no_pattern
2025-04-14 09:05:00,2004594691798855611,AMZN,188.17,188.2,188.17,188.2,872,188.1375,24,shooting_star
2025-04-14 09:05:00,7745149603092526775,AAPL,209.25,209.3,209.2,209.3,1859,209.2549,72,gravestone_doji
2025-04-14 09:05:00,7812332903149593090,MSFT,393.06,393.12,393.06,393.11,1873,393.09,46,hammer
2025-04-14 09:06:00,2896885746700525184,META,554.38,554.38,554.38,554.38,283,554.4963,17,no_pattern
2025-04-14 09:06:00,4823031247633409755,AMZN,188.2,188.2,188.2,188.2,216,188.1982,7,shooting_star
2025-04-14 09:06:00,5572779400977589690,AAPL,209.27,209.27,209.27,209.27,945,209.3009,46,no_pattern
2025-04-14 09:07:00,2890965081566053280,AMZN,188.07,188.07,188.06,188.06,306,188.0692,10,bullish_harami
2025-04-14 09:07:00,1539373238320084329,AAPL,209.3,209.3,209.19,209.19,3388,209.2647,90,hammer
2025-04-14 09:07:00,4936066970720775763,GOOG,161.64,161.64,161.59,161.6,1089,161.621,23,bullish_harami
2025-04-14 09:08:00,6665967525728558156,META,554.08,554.08,554.08,554.08,453,554.0872,21,no_pattern
2025-04-14 09:08:00,2826273105504337040,AMZN,188.05,188.05,187.96,188.02,1476,188.0159,33,piercing_pattern
2025-04-14 09:08:00,1456137556169381791,AAPL,209.11,209.12,209.11,209.12,1666,209.1011,80,no_pattern
2025-04-14 09:08:00,2061641628700762493,MSFT,393.22,393.22,393.04,393.06,1744,393.1303,26,no_pattern
2025-04-14 09:09:00,4192837358668051635,AAPL,209.13,209.13,209.08,209.08,3236,209.0966,80,no_pattern
2025-04-14 09:09:00,7003397514516264320,GOOG,161.57,161.57,161.56,161.57,1214,161.5707,24,no_pattern
2025-04-14 09:10:00,2268309337374555471,AAPL,209.08,209.15,208.99,208.99,8366,209.0941,154,bullish_harami
2025-04-14 09:10:00,3784963493545083174,GOOG,161.57,161.57,161.57,161.57,340,161.5732,12,bearish_engulfing
2025-04-14 09:10:00,2565367365096020586,MSFT,392.89,392.89,392.89,392.89,228,392.9089,9,piercing_pattern
2025-04-14 09:11:00,4542279272048977387,AAPL,209.0,209.13,209.0,209.13,4948,209.074,72,inverted_hammer
2025-04-14 09:12:00,9058880669349530631,AMZN,188.02,188.03,188.02,188.03,703,188.0128,18,doji
2025-04-14 09:12:00,1273510657706606454,AAPL,209.14,209.18,209.14,209.18,2044,209.1724,67,gravestone_doji
2025-04-14 09:13:00,6183753180138901061,META,554.32,554.71,554.32,554.71,2234,554.6233,45,hammer
2025-04-14 09:13:00,89697623667757170,AMZN,188.04,188.04,188.01,188.01,1229,187.9874,40,no_pattern
2025-04-14 09:13:00,2638754045812546933,AAPL,209.14,209.14,209.12,209.12,830,209.1335,42,no_pattern
2025-04-14 09:14:00,7783661813876119178,AMZN,187.92,187.92,187.78,187.84,2321,187.8496,46,no_pattern
2025-04-14 09:14:00,3585931909507575572,AAPL,209.12,209.12,208.88,208.89,5960,208.9786,228,doji
2025-04-14 09:14:00,1230211205542685920,GOOG,161.53,161.56,161.53,161.56,1238,161.5176,34,no_pattern
2025-04-14 09:15:00,2405537636486108962,AMZN,188.0,188.0,187.92,187.92,840,187.8975,28,bearish_engulfing
2025-04-14 09:15:00,2502573302876628452,AAPL,208.99,209.05,208.99,209.05,1966,209.0189,73,doji
